"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","TAVG","TMAX","TMIN"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-10","0.61",,"62","56"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-11","1.62",,"58","55"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-12","0.06",,"58","54"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-13","0.29",,"58","51"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-14","0.44",,"55","48"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-15","0.24",,"55","48"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-16","0.11",,"55","50"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-17","0.07",,"56","48"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-18","0.31",,"55","49"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-19","0.00",,"57","48"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-20","0.43",,"58","51"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-21","0.73",,"57","47"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-22","0.04",,"54","46"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-23","0.46",,"60","52"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-24","0.29",,"57","47"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-25","0.11",,"53","45"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-26","0.07",,"58","43"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-27","0.40",,"51","46"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-28","0.03",,"55","44"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-29","0.09",,"55","49"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-09-30","0.50",,"53","47"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-01","2.71",,"53","47"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-02","0.49",,"52","40"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-03","0.37",,"48","37"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-04","0.00",,"51","35"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-05","0.00",,"52","34"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-06","0.01",,"51","35"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-07","0.27",,"52","46"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-08","0.75",,"51","46"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-09","0.60",,"51","43"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-10","0.08",,"52","43"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-11","0.93",,"48","44"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-12","0.93",,"51","42"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-13","0.85",,"50","45"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-14","0.87",,"49","38"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-15","0.19",,"49","38"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-16","0.00",,"48","35"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-17","0.00",,"48","33"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-18","0.00",,"52","46"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-19","0.00",,"55","50"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-20","0.06",,"56","46"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-21","0.06",,"56","44"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-22","0.51",,"55","46"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-23","0.06",,"51","42"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-24","0.00",,"51","38"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-25","0.00",,"49","36"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-26","0.08",,"52","43"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-27","1.46",,"47","37"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-28","0.23",,"44","37"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-29","0.40",,"44","38"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-30","0.00",,"49","38"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-10-31","0.00",,"54","36"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-01","0.00",,"59","47"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-02","0.05",,"55","47"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-03","0.27",,"48","36"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-04","0.26",,"46","34"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-05","0.03",,"50","41"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-06","0.36",,"48","32"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-07","0.00",,"47","32"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-08","0.00",,"46","39"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-09","0.29",,"45","38"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-10","0.03",,"44","35"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-11","0.05",,"47","36"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-12","0.91",,"47","37"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-13","0.24",,"41","32"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-14","0.21",,"42","32"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-15","0.08",,"39","30"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-16","0.56",,"46","34"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-17","0.48",,"45","36"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-18","0.18",,"42","31"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-19","0.03",,"36","28"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-20","0.26",,"46","27"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-21","0.76",,"47","38"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-22","0.21",,"42","34"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-23","0.29",,"40","33"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-24","0.29",,"46","40"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-25","1.72",,"48","33"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-26","0.18",,"39","33"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-27","0.29",,"39","34"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-28","0.25",,"37","31"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-29","0.04",,"40","33"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-11-30","0.70",,"44","36"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-01","0.09",,"43","34"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-02","0.60",,"38","31"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-03","0.06",,"33","23"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-04","0.02",,"33","21"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-05","0.01",,"37","30"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-06","0.00",,"37","27"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-07","0.34",,"43","35"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-08","0.23",,"40","35"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-09","0.50",,"40","35"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-10","0.43",,"42","32"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-11","0.10",,"36","30"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-12","0.01",,"37","32"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-13","0.00",,"35","23"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-14","0.00",,"32","22"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-15","0.05",,"35","23"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-16","0.04",,"36","32"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-17","0.00",,"39","34"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-18","0.00",,"38","26"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-19","0.00",,"39","25"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-20","0.00",,"37","23"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-21","0.89",,"39","33"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-22","0.00",,"38","22"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-23","0.04",,"32","26"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-24","0.00",,"30","22"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-25","0.00",,"26","16"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-26","0.01",,"31","17"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-27","0.01",,"35","29"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-28","0.00",,"35","27"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-29","0.09",,"41","31"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-30","0.00",,"38","26"
"USW00025333","SITKA AIRPORT, AK US","57.04746","-135.36703","6.0","2021-12-31","1.00",,"39","31"
